4cf19e0f6756506018e350de94070b43bf3bc1cd	2026-07-31T07:54:01+08:00	Wire upgraded modules and global terminal into the main shell
283f5caec943a6ec83a3a13a1806650b0f6eb9bc	2026-07-31T07:54:27+08:00	Attach v0.5 feature enhancer at startup
474083b64b17ed940f6426fe7b70e44300e4051d	2026-07-31T07:57:28+08:00	Embed terminal assets and bump v0.5.0
568c6dfb9b99514edc38acf530a0ee1e0b3a4ed3	2026-07-31T07:58:15+08:00	Build v0.5.0 terminal assets without bundling runtimes
ef8af5ac926c08aa8ae0866afdce3cc043026cf9	2026-07-31T07:58:33+08:00	Upgrade dependencies and finalize embedded terminal assets
1a3e7be7156db91abba9d7ec233c7650fa6af83b	2026-07-31T08:02:00+08:00	Resolve terminal icon Path ambiguity
d4c888d89b921db9aba5abfea2d478124b01e752	2026-07-31T08:07:38+08:00	Personal Workbench v0.5.0: Zotero 2.0 and integrated terminal
b162656009c292d76afb24aaff5c485126fbb0f8	2026-07-31T08:48:17+08:00	Personal Workbench v0.6.0: polished UI and local workspace
fd14a516f22add2cc9929e08fc733b7163b19f09	2026-07-31T09:15:43+08:00	Personal Workbench v0.6.1: real home and global search
bf8e4ffadbdae7e5993aac4346c424d8b101305d	2026-07-31T09:59:01+08:00	Personal Workbench v0.6.2: stability and diagnostics
6b96e5f53ea07e7ed0e94944674894634a4aade4	2026-07-31T10:15:53+08:00	Personal Workbench v0.6.3: project hub
1a725824004913bd8fc86b342cc2b3c5083cd1be	2026-07-31T10:37:05+08:00	Personal Workbench v0.6.4: task center
314ec0b22d33835dc16a61f3fd20b0cc0bd0a7fb	2026-07-31T10:55:29+08:00	Personal Workbench v0.6.5: file integrity center
01b6b5f8a54abf13c9057f265bcbbce349fdfc9f	2026-07-31T10:57:14+08:00	v0.6.6 iteration 1: advance central version
34aa15ee1cf8227fdb92c30f60b0e1e7d51b5f1e	2026-07-31T10:58:50+08:00	v0.6.6 iteration 1: add allowlisted backup and restore engine
e9672ef619d7591bb866189481bd9c951172b8ca	2026-07-31T10:59:41+08:00	v0.6.6 iteration 1: add backup and migration UI
2d8eeaf162dfec63c2542337fb8ea361c1c0c92a	2026-07-31T11:00:33+08:00	v0.6.6 iteration 1: wire export, validation and guarded restore
89ea8c345cabc94158ad8b959b2b8f66145a3df4	2026-07-31T11:00:58+08:00	v0.6.6 iteration 1: expose backup and migration center
0dec9b595d3e2dd82b6822335724ca3236cf43da	2026-07-31T11:01:30+08:00	v0.6.6 iteration 1: attach backup and migration stage
0db509eb85cd3e6891d4031a7dc1f1aece85293f	2026-07-31T11:03:44+08:00	v0.6.6 iteration 1: add full backup and migration regression suite
745902f6bf07c047b0306daba437c63b87335e46	2026-07-31T11:04:46+08:00	v0.6.6 iteration 1: update final release caption
a91ab2c36db4ccb0e431639fe52ff48071d80b0e	2026-07-31T11:05:15+08:00	v0.6.6 iteration 1: add backup and migration release notes
803c94731e8862c1a32441b242ec0a69156f3097	2026-07-31T11:09:56+08:00	v0.6.6 iteration 2: stage restores for next startup
08890ffee2b7d9d87d5e1dd90cb32ee739e30d7a	2026-07-31T11:12:23+08:00	v0.6.6 iteration 2: defer restore until next startup
1ab60223c886601fd17010788001df7a499170ef	2026-07-31T11:12:50+08:00	v0.6.6 iteration 2: apply pending restore before modules load
46d49a9836065d03c41ebfc1dbc9fcad3e44d0ed	2026-07-31T11:13:16+08:00	v0.6.6 iteration 2: verify deferred restore lifecycle
750376d03de9652ee6a4d19a7c813afef451b64b	2026-07-31T11:18:14+08:00	v0.6.6 iteration 2: remove async module initializer smoke
c753545a982ca8462c60e585c9f8ccd252f304c9	2026-07-31T11:34:18+08:00	[package] v0.6.6 final verified package
e0f26c9773c678a35ffa26881033f0003bb58ac4	2026-07-31T11:39:17+08:00	Personal Workbench v0.6.6 backup and migration
88d31eee8a239ce59c2a8b1844c67ee830294193	2026-07-31T13:30:57+08:00	Personal Workbench v0.6.7 layout and terminal polish
47d399c2917fe5c708efa6f17a435c0d89134c0d	2026-07-31T16:44:53+08:00	Personal Workbench v0.6.8 interface and terminal closure
543c333b5a681152d16a163f170124586a1d8589	2026-07-31T18:49:46+08:00	v0.6.9: repair workspace, terminal and library
157afc7734dda5e37a4eddb74b0086b56489cc5b	2026-08-01T01:42:38+08:00	fix: v0.6.10 trees, Zotero chrome, CMD and title bar (#37)
67c22b13fd2d2381d9b90e4cadf14981c640c3e7	2026-08-01T01:46:52+08:00	ci: expose push build status and run link
41c1943791d709ed7d8954a7aefba60fe98e5876	2026-08-01T02:56:01+08:00	Personal Workbench v0.6.11 terminal and workspace corrective release
46d2da3c6246c80c6f7b9a2b521ad3f4b19b475d	2026-08-01T10:07:53+08:00	Personal Workbench v0.6.12 interface and content polish
b2021a3b82735ee9844c4ceb23fb633a3db3f551	2026-08-01T10:30:04+08:00	Personal Workbench v0.7.0 integrated project center
56a47af5e30d4784815968713877d0ef55f1cb61	2026-08-01T10:46:00+08:00	Personal Workbench v0.7.1 task center refinement
07fb6b79e9d476d132ca8abb405b885ff369c7c6	2026-08-01T10:56:28+08:00	Personal Workbench v0.7.2 Tools Center structure
